Company,ID,Title,Difficulty,Acceptance,Frequency,LeetCodeLink
Adobe,49,Group Anagrams,Medium,56.9%,0.21827224887849583,https://leetcode.com/problems/group-anagrams
Adobe,795,Number of Subarrays with Bounded Maximum,Medium,46.3%,0.2171959803892134,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum
Adobe,268,Missing Number,Easy,51.7%,0.2148904095574893,https://leetcode.com/problems/missing-number
Adobe,105,Construct Binary Tree from Preorder and Inorder Traversal,Medium,48.8%,0.2138725437818616,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal
Adobe,81,Search in Rotated Sorted Array II,Medium,33.0%,0.21357410029805904,https://leetcode.com/problems/search-in-rotated-sorted-array-ii
Adobe,142,Linked List Cycle II,Medium,37.3%,0.21278213647158528,https://leetcode.com/problems/linked-list-cycle-ii
Adobe,143,Reorder List,Medium,37.1%,0.21178045827645292,https://leetcode.com/problems/reorder-list
Adobe,229,Majority Element II,Medium,35.6%,0.21162970925187066,https://leetcode.com/problems/majority-element-ii
Adobe,124,Binary Tree Maximum Path Sum,Hard,34.3%,0.21055599204217199,https://leetcode.com/problems/binary-tree-maximum-path-sum
Adobe,236,Lowest Common Ancestor of a Binary Tree,Medium,45.7%,0.2082667520997665,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree
Adobe,240,Search a 2D Matrix II,Medium,43.2%,0.20722300789490636,https://leetcode.com/problems/search-a-2d-matrix-ii
Adobe,128,Longest Consecutive Sequence,Hard,45.1%,0.20483650886956722,https://leetcode.com/problems/longest-consecutive-sequence
Adobe,220,Contains Duplicate III,Medium,20.9%,0.20432784239539936,https://leetcode.com/problems/contains-duplicate-iii
Adobe,202,Happy Number,Easy,50.4%,0.2040083108839691,https://leetcode.com/problems/happy-number
Adobe,728,Self Dividing Numbers,Easy,74.3%,0.20271151249700387,https://leetcode.com/problems/self-dividing-numbers
Adobe,395,Longest Substring with At Least K Repeating Characters,Medium,41.4%,0.19944370144318244,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters
Adobe,836,Rectangle Overlap,Easy,48.6%,0.19944370144318244,https://leetcode.com/problems/rectangle-overlap
Adobe,65,Valid Number,Hard,15.3%,0.18904265746703205,https://leetcode.com/problems/valid-number
Adobe,178,Rank Scores,Medium,45.8%,0.18843907402659216,https://leetcode.com/problems/rank-scores
Adobe,219,Contains Duplicate II,Easy,37.7%,0.18696862869341266,https://leetcode.com/problems/contains-duplicate-ii
Adobe,29,Divide Two Integers,Medium,16.4%,0.18695459519599733,https://leetcode.com/problems/divide-two-integers
Adobe,199,Binary Tree Right Side View,Medium,54.1%,0.18661020557359304,https://leetcode.com/problems/binary-tree-right-side-view
Adobe,739,Daily Temperatures,Medium,63.3%,0.1858025928756317,https://leetcode.com/problems/daily-temperatures
Adobe,72,Edit Distance,Hard,44.8%,0.18554648786569794,https://leetcode.com/problems/edit-distance
Adobe,181,Employees Earning More Than Their Managers,Easy,56.9%,0.18496356625679328,https://leetcode.com/problems/employees-earning-more-than-their-managers
Adobe,61,Rotate List,Medium,30.0%,0.18398268674403112,https://leetcode.com/problems/rotate-list
Adobe,50,Pow(x;n),Medium,30.3%,0.18397417464169494,https://leetcode.com/problems/powx-n
Adobe,221,Maximal Square,Medium,37.7%,0.1833146055349465,https://leetcode.com/problems/maximal-square
Adobe,239,Sliding Window Maximum,Hard,43.0%,0.18086662630782,https://leetcode.com/problems/sliding-window-maximum
Adobe,112,Path Sum,Easy,41.2%,0.18019396942949986,https://leetcode.com/problems/path-sum
Adobe,368,Largest Divisible Subset,Medium,38.0%,0.17613915688563714,https://leetcode.com/problems/largest-divisible-subset
Adobe,415,Add Strings,Easy,47.5%,0.17429245611868044,https://leetcode.com/problems/add-strings
Adobe,300,Longest Increasing Subsequence,Medium,42.6%,0.17397326740248337,https://leetcode.com/problems/longest-increasing-subsequence
Adobe,122,Best Time to Buy and Sell Stock II,Easy,57.0%,0.17312279156285693,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii
Adobe,725,Split Linked List in Parts,Medium,52.2%,0.17265583404226165,https://leetcode.com/problems/split-linked-list-in-parts
Adobe,856,Score of Parentheses,Medium,60.5%,0.17135825199668508,https://leetcode.com/problems/score-of-parentheses
Adobe,560,Subarray Sum Equals K,Medium,43.9%,0.1665261146132014,https://leetcode.com/problems/subarray-sum-equals-k
Adobe,91,Decode Ways,Medium,24.7%,0.1664322442258041,https://leetcode.com/problems/decode-ways
Adobe,412,Fizz Buzz,Easy,62.3%,0.16533767872713678,https://leetcode.com/problems/fizz-buzz
Adobe,1010,Pairs of Songs With Total Durations Divisible by 60,Easy,47.4%,0.15765117803680806,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60
Adobe,28,Implement strStr(),Easy,34.5%,0.15437642620216585,https://leetcode.com/problems/implement-strstr
Adobe,62,Unique Paths,Medium,54.1%,0.15421684583780285,https://leetcode.com/problems/unique-paths
Adobe,218,The Skyline Problem,Hard,34.6%,0.14953173397096375,https://leetcode.com/problems/the-skyline-problem
Adobe,217,Contains Duplicate,Easy,56.0%,0.149082410987406,https://leetcode.com/problems/contains-duplicate
Adobe,83,Remove Duplicates from Sorted List,Easy,45.4%,0.14784842578508967,https://leetcode.com/problems/remove-duplicates-from-sorted-list
Adobe,168,Excel Sheet Column Title,Easy,31.1%,0.14624550032014502,https://leetcode.com/problems/excel-sheet-column-title
Adobe,95,Unique Binary Search Trees II,Medium,40.6%,0.14236392393156927,https://leetcode.com/problems/unique-binary-search-trees-ii
Adobe,55,Jump Game,Medium,34.6%,0.14177401548857888,https://leetcode.com/problems/jump-game
Adobe,375,Guess Number Higher or Lower II,Medium,40.3%,0.1391128024627178,https://leetcode.com/problems/guess-number-higher-or-lower-ii
Adobe,554,Brick Wall,Medium,50.0%,0.1384696742651052,https://leetcode.com/problems/brick-wall
Adobe,726,Number of Atoms,Hard,49.0%,0.13804422079620546,https://leetcode.com/problems/number-of-atoms
Adobe,125,Valid Palindrome,Easy,36.7%,0.13416684727631417,https://leetcode.com/problems/valid-palindrome
Adobe,987,Vertical Order Traversal of a Binary Tree,Medium,36.6%,0.13360431878681564,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree
Adobe,110,Balanced Binary Tree,Easy,43.5%,0.13348731548952925,https://leetcode.com/problems/balanced-binary-tree
Adobe,35,Search Insert Position,Easy,42.6%,0.13181240319984847,https://leetcode.com/problems/search-insert-position
Adobe,1190,Reverse Substrings Between Each Pair of Parentheses,Medium,61.5%,0.1304306149462744,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses
Adobe,287,Find the Duplicate Number,Medium,55.5%,0.1291950147327505,https://leetcode.com/problems/find-the-duplicate-number
Adobe,278,First Bad Version,Easy,35.7%,0.1267677952000762,https://leetcode.com/problems/first-bad-version
Adobe,84,Largest Rectangle in Histogram,Hard,35.2%,0.12570469475928556,https://leetcode.com/problems/largest-rectangle-in-histogram
Adobe,224,Basic Calculator,Hard,36.8%,0.12435274487954455,https://leetcode.com/problems/basic-calculator
Adobe,235,Lowest Common Ancestor of a Binary Search Tree,Easy,49.9%,0.12399764165657076,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree
Adobe,107,Binary Tree Level Order Traversal II,Easy,53.5%,0.122658088838636,https://leetcode.com/problems/binary-tree-level-order-traversal-ii
Adobe,1114,Print in Order,Easy,65.7%,0.12136085700426744,https://leetcode.com/problems/print-in-order
Adobe,93,Restore IP Addresses,Medium,35.6%,0.11756123239496619,https://leetcode.com/problems/restore-ip-addresses
Adobe,316,Remove Duplicate Letters,Hard,35.8%,0.1165801830326188,https://leetcode.com/problems/remove-duplicate-letters
Adobe,191,Number of 1 Bits,Easy,49.8%,0.11333538213170377,https://leetcode.com/problems/number-of-1-bits
Adobe,104,Maximum Depth of Binary Tree,Easy,66.0%,0.11149742514307986,https://leetcode.com/problems/maximum-depth-of-binary-tree
Adobe,40,Combination Sum II,Medium,48.2%,0.11145356111123644,https://leetcode.com/problems/combination-sum-ii
Adobe,1108,Defanging an IP Address,Easy,87.5%,0.1113224686534394,https://leetcode.com/problems/defanging-an-ip-address
Adobe,295,Find Median from Data Stream,Hard,44.3%,0.10502147513923703,https://leetcode.com/problems/find-median-from-data-stream
Adobe,98,Validate Binary Search Tree,Medium,27.8%,0.1008693132143216,https://leetcode.com/problems/validate-binary-search-tree
Adobe,283,Move Zeroes,Easy,57.8%,0.09896140984010138,https://leetcode.com/problems/move-zeroes
Adobe,617,Merge Two Binary Trees,Easy,74.1%,0.09679876601677688,https://leetcode.com/problems/merge-two-binary-trees
Adobe,59,Spiral Matrix II,Medium,53.9%,0.09483978737982436,https://leetcode.com/problems/spiral-matrix-ii
Adobe,66,Plus One,Easy,43.0%,0.09425513144914506,https://leetcode.com/problems/plus-one
Adobe,215,Kth Largest Element in an Array,Medium,55.4%,0.09326418878681669,https://leetcode.com/problems/kth-largest-element-in-an-array
Adobe,257,Binary Tree Paths,Easy,51.5%,0.09040028430515686,https://leetcode.com/problems/binary-tree-paths
Adobe,185,Department Top Three Salaries,Hard,34.5%,0.08593583151429968,https://leetcode.com/problems/department-top-three-salaries
Adobe,73,Set Matrix Zeroes,Medium,43.1%,0.08271965106891821,https://leetcode.com/problems/set-matrix-zeroes
Adobe,387,First Unique Character in a String,Easy,53.4%,0.08151765202603821,https://leetcode.com/problems/first-unique-character-in-a-string
Adobe,118,Pascal's Triangle,Easy,52.5%,0.07970401164997687,https://leetcode.com/problems/pascals-triangle
Adobe,875,Koko Eating Bananas,Medium,52.1%,0.07919704166119315,https://leetcode.com/problems/koko-eating-bananas
Adobe,79,Word Search,Medium,35.6%,0.07847790263416941,https://leetcode.com/problems/word-search
Adobe,67,Add Binary,Easy,45.2%,0.07835548390827937,https://leetcode.com/problems/add-binary
Adobe,525,Contiguous Array,Medium,42.8%,0.07677630069592066,https://leetcode.com/problems/contiguous-array
Adobe,399,Evaluate Division,Medium,51.6%,0.07536521894921006,https://leetcode.com/problems/evaluate-division
Adobe,669,Trim a Binary Search Tree,Easy,63.0%,0.07445297819474968,https://leetcode.com/problems/trim-a-binary-search-tree
Adobe,460,LFU Cache,Hard,34.2%,0.06836374280939023,https://leetcode.com/problems/lfu-cache
Adobe,258,Add Digits,Easy,57.6%,0.06075860721222717,https://leetcode.com/problems/add-digits
Adobe,114,Flatten Binary Tree to Linked List,Medium,49.3%,0.06042105947476499,https://leetcode.com/problems/flatten-binary-tree-to-linked-list
Adobe,113,Path Sum II,Medium,46.7%,0.05964085390630209,https://leetcode.com/problems/path-sum-ii
Adobe,102,Binary Tree Level Order Traversal,Medium,54.6%,0.056692473087026664,https://leetcode.com/problems/binary-tree-level-order-traversal
Adobe,601,Human Traffic of Stadium,Hard,41.7%,0.05223119222544569,https://leetcode.com/problems/human-traffic-of-stadium
Adobe,665,Non-decreasing Array,Easy,19.5%,0.05108036638098062,https://leetcode.com/problems/non-decreasing-array
Adobe,681,Next Closest Time,Medium,45.0%,0.05045206096038863,https://leetcode.com/problems/next-closest-time
Adobe,77,Combinations,Medium,54.7%,0.04928622947983693,https://leetcode.com/problems/combinations
Adobe,547,Friend Circles,Medium,58.6%,0.04804286211474039,https://leetcode.com/problems/friend-circles
Adobe,876,Middle of the Linked List,Easy,68.4%,0.046728740327781716,https://leetcode.com/problems/middle-of-the-linked-list
Adobe,977,Squares of a Sorted Array,Easy,72.1%,0.046652914831048324,https://leetcode.com/problems/squares-of-a-sorted-array
Adobe,205,Isomorphic Strings,Easy,39.8%,0.045397866271290506,https://leetcode.com/problems/isomorphic-strings
Adobe,1051,Height Checker,Easy,71.1%,0.04510347333459475,https://leetcode.com/problems/height-checker
Adobe,36,Valid Sudoku,Medium,48.7%,0.04452302288876419,https://leetcode.com/problems/valid-sudoku
Adobe,545,Boundary of Binary Tree,Medium,38.9%,0.04158603377810283,https://leetcode.com/problems/boundary-of-binary-tree
Adobe,647,Palindromic Substrings,Medium,60.6%,0.040968350772541844,https://leetcode.com/problems/palindromic-substrings
Adobe,314,Binary Tree Vertical Order Traversal,Medium,45.3%,0.04007660092703385,https://leetcode.com/problems/binary-tree-vertical-order-traversal
Adobe,686,Repeated String Match,Easy,32.3%,0.03984590854719967,https://leetcode.com/problems/repeated-string-match
Adobe,203,Remove Linked List Elements,Easy,38.6%,0.0398221041810017,https://leetcode.com/problems/remove-linked-list-elements
Adobe,380,Insert Delete GetRandom O(1),Medium,47.5%,0.038717635350707984,https://leetcode.com/problems/insert-delete-getrandom-o1
Adobe,47,Permutations II,Medium,46.4%,0.038145268259690404,https://leetcode.com/problems/permutations-ii
Adobe,402,Remove K Digits,Medium,28.4%,0.03755134565213245,https://leetcode.com/problems/remove-k-digits
Adobe,1002,Find Common Characters,Easy,67.6%,0.03404262162737441,https://leetcode.com/problems/find-common-characters
Adobe,404,Sum of Left Leaves,Easy,50.9%,0.031187558856704493,https://leetcode.com/problems/sum-of-left-leaves
Adobe,703,Kth Largest Element in a Stream,Easy,49.7%,0.031004894819414507,https://leetcode.com/problems/kth-largest-element-in-a-stream
Adobe,994,Rotting Oranges,Medium,49.2%,0.030179582027776965,https://leetcode.com/problems/rotting-oranges
Adobe,695,Max Area of Island,Medium,62.7%,0.028321590863246118,https://leetcode.com/problems/max-area-of-island
Adobe,709,To Lower Case,Easy,79.3%,0.02780531308033682,https://leetcode.com/problems/to-lower-case
Adobe,159,Longest Substring with At Most Two Distinct Characters,Medium,49.4%,0.02717558537896476,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters
Adobe,877,Stone Game,Medium,64.8%,0.02486144206532915,https://leetcode.com/problems/stone-game
Adobe,154,Find Minimum in Rotated Sorted Array II,Hard,41.6%,0.01898490812303644,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii
Adobe,993,Cousins in Binary Tree,Easy,52.0%,0.017414458368636587,https://leetcode.com/problems/cousins-in-binary-tree
Adobe,1365,How Many Numbers Are Smaller Than the Current Number,Easy,85.6%,0.015926721367078105,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number
Adobe,1192,Critical Connections in a Network,Hard,48.6%,0.01352742981715631,https://leetcode.com/problems/critical-connections-in-a-network
Adobe,57,Insert Interval,Hard,33.5%,0.013119243592498872,https://leetcode.com/problems/insert-interval
Adobe,700,Search in a Binary Search Tree,Easy,73.1%,0.008512500860171227,https://leetcode.com/problems/search-in-a-binary-search-tree
Adobe,692,Top K Frequent Words,Medium,51.8%,0.007516006820935329,https://leetcode.com/problems/top-k-frequent-words
Adobe,145,Binary Tree Postorder Traversal,Hard,55.0%,0.00751459482064135,https://leetcode.com/problems/binary-tree-postorder-traversal
Adobe,1470,Shuffle the Array,Easy,88.9%,0.004527967890154029,https://leetcode.com/problems/shuffle-the-array
Adobe,793,Preimage Size of Factorial Zeroes Function,Hard,40.3%,0,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function
Adobe,908,Smallest Range I,Easy,65.8%,0,https://leetcode.com/problems/smallest-range-i
Adobe,910,Smallest Range II,Medium,26.6%,0,https://leetcode.com/problems/smallest-range-ii
Netflix,981,Time Based Key-Value Store,Medium,53.1%,0.07449650549860767,https://leetcode.com/problems/time-based-key-value-store
Netflix,185,Department Top Three Salaries,Hard,34.5%,0.07421850176056281,https://leetcode.com/problems/department-top-three-salaries
Netflix,56,Merge Intervals,Medium,39.3%,0.05635902050495936,https://leetcode.com/problems/merge-intervals
Netflix,295,Find Median from Data Stream,Hard,44.3%,0.043241554527020616,https://leetcode.com/problems/find-median-from-data-stream
Netflix,362,Design Hit Counter,Medium,63.7%,0.025382073271417165,https://leetcode.com/problems/design-hit-counter
Netflix,34,Find First and Last Position of Element in Sorted Array,Medium,36.2%,0.009531951009811851,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array
Netflix,155,Min Stack,Easy,44.5%,0.00474891074128171,https://leetcode.com/problems/min-stack
Netflix,88,Merge Sorted Array,Easy,39.4%,0.0030102370714243072,https://leetcode.com/problems/merge-sorted-array
Uber,427,Construct Quad Tree,Medium,61.4%,3.2025777670666282,https://leetcode.com/problems/construct-quad-tree
Uber,291,Word Pattern II,Hard,43.4%,3.0090998629797148,https://leetcode.com/problems/word-pattern-ii
Uber,529,Minesweeper,Medium,59.1%,2.8156219588928013,https://leetcode.com/problems/minesweeper
Uber,305,Number of Islands II,Hard,40.1%,2.7873368509214487,https://leetcode.com/problems/number-of-islands-ii
Uber,741,Cherry Pickup,Hard,33.9%,2.728198259587133,https://leetcode.com/problems/cherry-pickup
Uber,757,Set Intersection Size At Least Two,Hard,40.1%,2.5347203555002196,https://leetcode.com/problems/set-intersection-size-at-least-two
Uber,332,Reconstruct Itinerary,Medium,36.7%,2.473063947812065,https://leetcode.com/problems/reconstruct-itinerary
Uber,341,Flatten Nested List Iterator,Medium,52.9%,2.4575427125463496,https://leetcode.com/problems/flatten-nested-list-iterator
Uber,68,Text Justification,Hard,27.7%,2.4560547921829063,https://leetcode.com/problems/text-justification
Uber,465,Optimal Account Balancing,Hard,46.9%,2.3937825793600807,https://leetcode.com/problems/optimal-account-balancing
Uber,146,LRU Cache,Medium,33.2%,2.2330774739793853,https://leetcode.com/problems/lru-cache
Uber,262,Trips and Users,Hard,32.7%,2.179117086708829,https://leetcode.com/problems/trips-and-users
Uber,56,Merge Intervals,Medium,39.3%,1.9856391826219157,https://leetcode.com/problems/merge-intervals
Uber,267,Palindrome Permutation II,Medium,36.4%,1.9644220544755755,https://leetcode.com/problems/palindrome-permutation-ii
Uber,36,Valid Sudoku,Medium,48.7%,1.96380460343855,https://leetcode.com/problems/valid-sudoku
Uber,655,Print Binary Tree,Medium,55.0%,1.9142294173827312,https://leetcode.com/problems/print-binary-tree
Uber,227,Basic Calculator II,Medium,36.9%,1.831507899537194,https://leetcode.com/problems/basic-calculator-ii
Uber,42,Trapping Rain Water,Hard,48.9%,1.8228811997291605,https://leetcode.com/problems/trapping-rain-water
Uber,200,Number of Islands,Medium,46.8%,1.809092583045218,https://leetcode.com/problems/number-of-islands
Uber,986,Interval List Intersections,Medium,67.3%,1.7189319563632988,https://leetcode.com/problems/interval-list-intersections
Uber,297,Serialize and Deserialize Binary Tree,Hard,47.5%,1.6607276556789818,https://leetcode.com/problems/serialize-and-deserialize-binary-tree
Uber,253,Meeting Rooms II,Medium,45.7%,1.6305479346444065,https://leetcode.com/problems/meeting-rooms-ii
Uber,1,Two Sum,Easy,45.6%,1.6253762244734984,https://leetcode.com/problems/two-sum
Uber,428,Serialize and Deserialize N-ary Tree,Hard,59.4%,1.619513564422842,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree
Uber,380,Insert Delete GetRandom O(1),Medium,47.5%,1.5587288098338494,https://leetcode.com/problems/insert-delete-getrandom-o1
Uber,773,Sliding Puzzle,Hard,59.3%,1.5000532464765486,https://leetcode.com/problems/sliding-puzzle
Uber,359,Logger Rate Limiter,Easy,70.8%,1.4642891467178614,https://leetcode.com/problems/logger-rate-limiter
Uber,772,Basic Calculator III,Hard,41.3%,1.324801306769502,https://leetcode.com/problems/basic-calculator-iii
Uber,166,Fraction to Recurring Decimal,Medium,21.6%,1.3061986410149267,https://leetcode.com/problems/fraction-to-recurring-decimal
Uber,780,Reaching Points,Hard,29.4%,1.277920355988899,https://leetcode.com/problems/reaching-points
Uber,239,Sliding Window Maximum,Hard,43.0%,1.2321602024355653,https://leetcode.com/problems/sliding-window-maximum
Uber,224,Basic Calculator,Hard,36.8%,1.204714054955524,https://leetcode.com/problems/basic-calculator
Uber,49,Group Anagrams,Medium,56.9%,1.190205287799969,https://leetcode.com/problems/group-anagrams
Uber,17,Letter Combinations of a Phone Number,Medium,46.8%,1.1735261038835452,https://leetcode.com/problems/letter-combinations-of-a-phone-number
Uber,212,Word Search II,Hard,34.9%,1.1712646007295122,https://leetcode.com/problems/word-search-ii
Uber,642,Design Search Autocomplete System,Hard,44.7%,1.1539027516811295,https://leetcode.com/problems/design-search-autocomplete-system
Uber,361,Bomb Enemy,Medium,46.0%,1.1535711729488671,https://leetcode.com/problems/bomb-enemy
Uber,139,Word Break,Medium,40.1%,1.1489605133291307,https://leetcode.com/problems/word-break
Uber,286,Walls and Gates,Medium,54.5%,1.1385638280265375,https://leetcode.com/problems/walls-and-gates
Uber,591,Tag Validator,Hard,34.3%,1.133098464739279,https://leetcode.com/problems/tag-validator
Uber,336,Palindrome Pairs,Hard,33.7%,1.1081703064742152,https://leetcode.com/problems/palindrome-pairs
Uber,636,Exclusive Time of Functions,Medium,51.9%,1.070608304685468,https://leetcode.com/problems/exclusive-time-of-functions
Uber,128,Longest Consecutive Sequence,Hard,45.1%,1.0687708064824162,https://leetcode.com/problems/longest-consecutive-sequence
Uber,381,Insert Delete GetRandom O(1) - Duplicates allowed,Hard,34.1%,1.0261327161577256,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed
Uber,34,Find First and Last Position of Element in Sorted Array,Medium,36.2%,1.025636061253605,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array
Uber,365,Water and Jug Problem,Medium,30.6%,1.0087460326577822,https://leetcode.com/problems/water-and-jug-problem
Uber,269,Alien Dictionary,Hard,33.3%,0.991185435747213,https://leetcode.com/problems/alien-dictionary
Uber,254,Factor Combinations,Medium,46.7%,0.9907010014908804,https://leetcode.com/problems/factor-combinations
Uber,528,Random Pick with Weight,Medium,43.9%,0.9735653552899035,https://leetcode.com/problems/random-pick-with-weight
Uber,149,Max Points on a Line,Hard,16.9%,0.9593743180104668,https://leetcode.com/problems/max-points-on-a-line
Uber,10,Regular Expression Matching,Hard,26.8%,0.9228325761309415,https://leetcode.com/problems/regular-expression-matching
Uber,76,Minimum Window Substring,Hard,34.6%,0.9170093359386342,https://leetcode.com/problems/minimum-window-substring
Uber,679,24 Game,Hard,46.4%,0.8636247536746324,https://leetcode.com/problems/24-game
Uber,329,Longest Increasing Path in a Matrix,Hard,43.4%,0.8540205747820803,https://leetcode.com/problems/longest-increasing-path-in-a-matrix
Uber,99,Recover Binary Search Tree,Hard,39.7%,0.8394185237297231,https://leetcode.com/problems/recover-binary-search-tree
Uber,640,Solve the Equation,Medium,42.0%,0.8389208480491557,https://leetcode.com/problems/solve-the-equation
Uber,1135,Connecting Cities With Minimum Cost,Medium,57.5%,0.8224378230678087,https://leetcode.com/problems/connecting-cities-with-minimum-cost
Uber,22,Generate Parentheses,Medium,62.7%,0.8167408078117945,https://leetcode.com/problems/generate-parentheses
Uber,2,Add Two Numbers,Medium,33.9%,0.8029174283671102,https://leetcode.com/problems/add-two-numbers
Uber,173,Binary Search Tree Iterator,Medium,56.6%,0.8009344168671371,https://leetcode.com/problems/binary-search-tree-iterator
Uber,57,Insert Interval,Hard,33.5%,0.784728817691922,https://leetcode.com/problems/insert-interval
Uber,126,Word Ladder II,Hard,22.1%,0.7710576539985173,https://leetcode.com/problems/word-ladder-ii
Uber,32,Longest Valid Parentheses,Hard,28.4%,0.7455268411597167,https://leetcode.com/problems/longest-valid-parentheses
Uber,251,Flatten 2D Vector,Medium,45.7%,0.74087494933668,https://leetcode.com/problems/flatten-2d-vector
Uber,133,Clone Graph,Medium,34.8%,0.7325956832523879,https://leetcode.com/problems/clone-graph
Uber,535,Encode and Decode TinyURL,Medium,79.9%,0.7284232783609871,https://leetcode.com/problems/encode-and-decode-tinyurl
Uber,127,Word Ladder,Medium,29.6%,0.6998711506076138,https://leetcode.com/problems/word-ladder
Uber,4,Median of Two Sorted Arrays,Hard,29.6%,0.6933425502977945,https://leetcode.com/problems/median-of-two-sorted-arrays
Uber,273,Integer to English Words,Hard,27.1%,0.6853686009593172,https://leetcode.com/problems/integer-to-english-words
Uber,244,Shortest Word Distance II,Medium,52.3%,0.6781843078832329,https://leetcode.com/problems/shortest-word-distance-ii
Uber,936,Stamping The Sequence,Hard,42.8%,0.6737290947028437,https://leetcode.com/problems/stamping-the-sequence
Uber,218,The Skyline Problem,Hard,34.6%,0.6570184564714399,https://leetcode.com/problems/the-skyline-problem
Uber,54,Spiral Matrix,Medium,34.1%,0.628586606031113,https://leetcode.com/problems/spiral-matrix
Uber,23,Merge k Sorted Lists,Hard,40.2%,0.5853931037905282,https://leetcode.com/problems/merge-k-sorted-lists
Uber,388,Longest Absolute File Path,Medium,41.8%,0.5850223231279691,https://leetcode.com/problems/longest-absolute-file-path
Uber,37,Sudoku Solver,Hard,43.6%,0.5747320517924429,https://leetcode.com/problems/sudoku-solver
Uber,15,3Sum,Medium,26.8%,0.5615794220738226,https://leetcode.com/problems/3sum
Uber,208,Implement Trie (Prefix Tree),Medium,49.4%,0.554408039893292,https://leetcode.com/problems/implement-trie-prefix-tree
Uber,658,Find K Closest Elements,Medium,40.9%,0.5351504766219078,https://leetcode.com/problems/find-k-closest-elements
Uber,158,Read N Characters Given Read4 II - Call multiple times,Hard,33.8%,0.5089658995317979,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times
Uber,20,Valid Parentheses,Easy,39.0%,0.4867693607438125,https://leetcode.com/problems/valid-parentheses
Uber,527,Word Abbreviation,Hard,54.3%,0.48285177172358457,https://leetcode.com/problems/word-abbreviation
Uber,91,Decode Ways,Medium,24.7%,0.46914273798301376,https://leetcode.com/problems/decode-ways
Uber,3,Longest Substring Without Repeating Characters,Medium,30.4%,0.46498482873214675,https://leetcode.com/problems/longest-substring-without-repeating-characters
Uber,79,Word Search,Medium,35.6%,0.451219934510799,https://leetcode.com/problems/word-search
Uber,668,Kth Smallest Number in Multiplication Table,Hard,45.6%,0.4506902061131003,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table
Uber,85,Maximal Rectangle,Hard,37.7%,0.4492357711634929,https://leetcode.com/problems/maximal-rectangle
Uber,353,Design Snake Game,Medium,34.2%,0.44572532239455054,https://leetcode.com/problems/design-snake-game
Uber,221,Maximal Square,Medium,37.7%,0.4439595076531865,https://leetcode.com/problems/maximal-square
Uber,207,Course Schedule,Medium,43.1%,0.43737967140902645,https://leetcode.com/problems/course-schedule
Uber,346,Moving Average from Data Stream,Easy,70.9%,0.43127299206403696,https://leetcode.com/problems/moving-average-from-data-stream
Uber,1281,Subtract the Product and Sum of Digits of an Integer,Easy,85.2%,0.4301109053149923,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer
Uber,289,Game of Life,Medium,54.5%,0.42436217241512136,https://leetcode.com/problems/game-of-life
Uber,301,Remove Invalid Parentheses,Hard,43.3%,0.4217256289799447,https://leetcode.com/problems/remove-invalid-parentheses
Uber,362,Design Hit Counter,Medium,63.7%,0.41908233979999515,https://leetcode.com/problems/design-hit-counter
Uber,863,All Nodes Distance K in Binary Tree,Medium,55.4%,0.4169423860623174,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree
Uber,97,Interleaving String,Hard,31.5%,0.4167762826896874,https://leetcode.com/problems/interleaving-string
Uber,243,Shortest Word Distance,Easy,61.0%,0.41203384391389536,https://leetcode.com/problems/shortest-word-distance
Uber,130,Surrounded Regions,Medium,28.1%,0.41116654890890914,https://leetcode.com/problems/surrounded-regions
Uber,568,Maximum Vacation Days,Hard,40.8%,0.4036217896138752,https://leetcode.com/problems/maximum-vacation-days
Uber,53,Maximum Subarray,Easy,46.5%,0.3975151615275705,https://leetcode.com/problems/maximum-subarray
Uber,21,Merge Two Sorted Lists,Easy,53.5%,0.38844463176041194,https://leetcode.com/problems/merge-two-sorted-lists
Uber,1188,Design Bounded Blocking Queue,Medium,70.5%,0.3828597229337993,https://leetcode.com/problems/design-bounded-blocking-queue
Uber,39,Combination Sum,Medium,56.1%,0.38138852814402385,https://leetcode.com/problems/combination-sum
